Headline,Class
สำนักนายกฯ ได้ฤกษ์ จ่ายย้อนหลัง “บินไทย” 74 ล้าน สองทริปท้าย อดีตนายกฯ/คณะ บินเยือนต่างประเทศ รวม 19 วัน,0
“อิ๊งค์” นั่งเรือแจกถุงยังชีพเมืองคอน ติดตลกใครไม่ลงรับเยียวยาไม่ได้ไม่รู้นะ บอกปีนี้ท่วมเยอะแต่เงินมาเร็วแน่,1
ข่าวดี! พริษฐ์ เผยมติกก.ประธานรัฐสภา ให้บรรจุร่างแก้รธน.-มีสสร.-ทำประชามติ2ครั้ง,0
เพื่อไทยจัดเต็ม! เชียงใหม่นับหมื่นรอฟัง‘ทักษิณ’ ณัฐวุฒิ โวบ้านคนจน-เงินหมื่นได้แน่,1
โรม เฮ! ศาลแพ่ง ยกฟ้องคดีหมิ่น อดีตสว.อุปกิต ชี้ทำด้วยสุจริต ไม่ใช่เรื่องส่วนตัว,1
สีสัน! รมต.ขิง ขอบคุณฉายาสื่อตั้งให้ เด็กรทสช.ดาหน้าแจง“พีระพัง” พังทุกปัญหา,1
รมต.ทวี หวังราชทัณฑ์ เป็นกัปตันชีวิตของคนก้าวพลาด พัฒนาศักยภาพผู้ต้องขังคืนสู่สังคม,0
วันแรกก็เดือดแล้ว! สมัครนายก อบจ.โคราช ชิงหมายเลข 3 กกต.เชื่อไร้เหตุรุนแรง,1
จิรัฏฐ์ ป้อง‘แก้วตา’ถามลั่นผิดยังไง ‘สูบบุหรี่ไฟฟ้า’กลางสภาหมื่นล้าน ฉะคนแอบถ่าย,1
ปธ.วิปรัฐบาล การันตี ประชุมสภาสัปดาห์นี้ รมต.มาตอบกระทู้ทุกคน ปัดไม่รู้ อิ๊งค์ มามั้ย,1
วุฒิสภาเดือด! นันทนา โวยสว.สีน้ำเงิน บล็อกโหวต วืดนั่งกมธ. ซัดเป็นศรีธนญชัย,1
ทักษิณ ลั่นไม่มีอะไรต้องเคลียร์ อนุทิน ชี้ ลิ้นกับฟัน กัดโดนกันบ้าง เรื่องธรรมดา,1
พิธา มองฉายา แพทองโพย ด้อยค่านายกฯ แนะพิสูจน์ตัวเอง ลบครหา รัฐบาล‘พ่อ’เลี้ยง,1
ทักษิณ โวฉายารัฐบาล“พ่อ”เลี้ยง ฮึ่มนักร้อง ตาต่อตาฟันต่อฟัน เช็กลิสต์ไว้หมดแล้ว,1
ปราจีนคึก สจ.จอย สวมเสื้อเพื่อไทยชิงนายก ผู้สมัครสจ.ใส่เสื้อเกราะมาสมัคร,1
ภูมิธรรม ซัด พวกปั่นกระแส จุดไฟสงครามไทย-ว้าแดง ชี้ เจรจาคือทางออก,1
พิธางง! ภาพ‘ทักษิณ-อนุทิน’ ร่วมก๊วนกอล์ฟ อยากสื่อสารอะไร ปัดให้คะแนนรัฐบาลอิ๊งค์,1
ทักษิณ ถึงเชียงใหม่ ส่องทะเบียนรถเลขสวย แวะกินก๋วยเตี๋ยวร้านมิชลิน สั่งเกาเหลา,0
ปากน้ำคึก! ธนาธร ส่ง‘นพดล’ชน2บิ๊กเนมศึกนายก อบจ.สมุทรปราการ สนามนี้สนุกแน่,1
สว. โวยรัฐบาล เทตอบ 5 กระทู้ ตั้งฉายา ‘นายกฯ นินจา’ ฟาดแรงไร้ความรับผิดชอบ,1
ไร้เหตุรุนแรง! รับสมัคร อบจ.วันแรก กกต.เตือนเช็กคุณสมบัติ ได้เบอร์ อย่าแห่รื่นเริง,1
นายกฯ อิ๊งค์ อวยพรปีใหม่ ฝากข้อคิดไปปรับใช้ในชีวิต แนะ มองความสุขใกล้ตัว,0
นายกฯอิ๊งค์ หัวเราะรับฉายา‘แพทองโพย’-รัฐบาล‘พ่อ’เลี้ยง ลั่นมองผ่านดราม่า ตั้งเป้าทำงาน,1
อนุทิน น้อมรับฉายา ลั่นไม่ได้ขวางใคร ชี้ต้องให้โอกาส นายกฯอิ๊งค์ ชมทุ่มเททำงาน,1
เปิดผลคะแนนเลือกตั้ง นายก อบจ.อุบล ‘กานต์’ รักษาแชมป์ ชนะ มาดามกบ 6.4 หมื่น,0
พรรคประชาชน ตั้งทีมกม.สู้คดี หลังสส.ชลบุรี ถูกกกต. ฟันอาญา หวั่นถูกกลั่นแกล้ง,1
เท้ง โนคอมเมนต์ฉายารัฐบาล อยากฟังฉายาตัวเองมากกว่า ย้ำต้องปรับปรุงการทำงาน,1
